0.24	0.08	0.000000
4.98	0.08	0.000010
-0.22	0.08	0.000022
3.66	0.08	0.000034
0.64	0.08	0.000044
2.98	0.08	0.000056
1.32	0.08	0.000068
2.64	0.08	0.000080
1.56	0.08	0.000092
1.84	0.08	0.000104
